"site_id","sample_date","sys_sample_code","sample_source","sample_matrix_code","dec_sample_type_cde","lab_sample_type_cde","sample_type_code_combined","chemical_name","fraction","result_value","result_unit","lab_qualifiers","interpreted_qualifiers","validator_qualifiers","validator_qualifiers_equis","method_detection_limit","reporting_detection_limit","quantitation_limit","detection_limit_unit"
"06-SUSQ-6.9",2010-10-19 11:00:00,"06030006_10192010_WS","","WS",,,"N","chloride (as cl)","T",13.7,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-04-13 10:00:00,"07010005_04132010_WS","","WS",,,"N","chloride (as cl)","T",122,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-05-11 10:00:00,"07010005_05112010_WS","","WS",,,"N","chloride (as cl)","T",86.9,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-06-07 10:00:00,"07010005_06072010_WS","","WS",,,"N","chloride (as cl)","T",115,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-08-12 10:00:00,"07010005_08122010_WS","","WS",,,"N","chloride (as cl)","T",117,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-09-27 10:00:00,"07010005_09272010_WS","","WS",,,"N","chloride (as cl)","T",138,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2010-10-18 09:00:00,"07010005_10182010_WS","","WS",,,"N","chloride (as cl)","T",94.8,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-04-13 11:00:00,"07011023_04132010_WS","","WS",,,"N","chloride (as cl)","T",78.1,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-05-11 11:00:00,"07011023_05112010_WS","","WS",,,"N","chloride (as cl)","T",108,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-06-07 11:00:00,"07011023_06072010_WS","","WS",,,"N","chloride (as cl)","T",107,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-08-12 11:00:00,"07011023_08122010_WS","","WS",,,"N","chloride (as cl)","T",101,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-09-27 11:00:00,"07011023_09272010_WS","","WS",,,"N","chloride (as cl)","T",96.2,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2010-10-18 10:00:00,"07011023_10182010_WS","","WS",,,"N","chloride (as cl)","T",80.8,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-04-13 09:00:00,"08010001_04132010_WS","","WS",,,"N","chloride (as cl)","T",6,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-05-11 14:00:00,"08010001_05112010_WS","","WS",,,"N","chloride (as cl)","T",5.5,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-06-08 13:00:00,"08010001_06082010_WS","","WS",,,"N","chloride (as cl)","T",6.9,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-08-11 14:00:00,"08010001_08112010_WS","","WS",,,"N","chloride (as cl)","T",8,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-09-29 14:30:00,"08010001_09292010_WS","","WS",,,"N","chloride (as cl)","T",9.1,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2010-10-20 14:00:00,"08010001_10202010_WS","","WS",,,"N","chloride (as cl)","T",6.2,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-05-04 13:30:00,"09010008_05042010_WS","","WS",,,"N","chloride (as cl)","T",21.3,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-05-25 12:30:00,"09010008_05252010_WS","","WS",,,"N","chloride (as cl)","T",20.6,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-06-22 11:00:00,"09010008_06222010_WS","","WS",,,"N","chloride (as cl)","T",21.8,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-07-27 12:00:00,"09010008_07272010_WS","","WS",,,"N","chloride (as cl)","T",21.7,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-09-21 13:00:00,"09010008_09212010_WS","","WS",,,"N","chloride (as cl)","T",23.2,"mg/l","","",,"",,,,""
"09-STLW-8.3",2010-10-12 12:00:00,"09010008_10122010_WS","","WS",,,"N","chloride (as cl)","T",20.9,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-04-20 10:45:00,"09021003_04202010_WS","","WS",,,"N","chloride (as cl)","T",5.4,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-05-04 10:30:00,"09021003_05042010_WS","","WS",,,"N","chloride (as cl)","T",4.8,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2011-06-01 11:00:00,"06030006_06012011_WS","","WS",,,"N","chloride (as cl)","T",15.2,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2011-07-06 11:00:00,"06030006_07062011_WS","","WS",,,"N","chloride (as cl)","T",18.8,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2011-08-09 11:00:00,"06030006_08092011_WS","","WS",,,"N","chloride (as cl)","T",27.7,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2011-09-27 12:00:00,"06030006_09272011_WS","","WS",,,"N","chloride (as cl)","T",18.5,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2011-10-25 12:00:00,"06030006_10252011_WS","","WS",,,"N","chloride (as cl)","T",16.2,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-04-25 10:00:00,"07010005_04252011_WS","","WS",,,"N","chloride (as cl)","T",71.3,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-05-31 10:00:00,"07010005_05312011_WS","","WS",,,"N","chloride (as cl)","T",77.3,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-07-05 09:00:00,"07010005_07052011_WS","","WS",,,"N","chloride (as cl)","T",94.7,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-08-08 09:00:00,"07010005_08082011_WS","","WS",,,"N","chloride (as cl)","T",115,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-09-26 10:00:00,"07010005_09262011_WS","","WS",,,"N","chloride (as cl)","T",75.4,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2011-10-24 10:00:00,"07010005_10242011_WS","","WS",,,"N","chloride (as cl)","T",74,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-04-25 11:00:00,"07011023_04252011_WS","","WS",,,"N","chloride (as cl)","T",61.2,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-05-31 11:00:00,"07011023_05312011_WS","","WS",,,"N","chloride (as cl)","T",73.9,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-07-05 11:00:00,"07011023_07052011_WS","","WS",,,"N","chloride (as cl)","T",87.2,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-08-08 11:00:00,"07011023_08082011_WS","","WS",,,"N","chloride (as cl)","T",109,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-09-26 11:00:00,"07011023_09262011_WS","","WS",,,"N","chloride (as cl)","T",94.9,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2011-10-24 11:00:00,"07011023_10242011_WS","","WS",,,"N","chloride (as cl)","T",77.9,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-04-28 11:30:00,"08010001_04282011_WS","","WS",,,"N","chloride (as cl)","T",5.3,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-06-01 14:00:00,"08010001_06012011_WS","","WS",,,"N","chloride (as cl)","T",3.5,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-07-06 11:00:00,"08010001_07062011_WS","","WS",,,"N","chloride (as cl)","T",5.2,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-08-08 13:00:00,"08010001_08082011_WS","","WS",,,"N","chloride (as cl)","T",15.2,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-09-28 10:30:00,"08010001_09282011_WS","","WS",,,"N","chloride (as cl)","T",5,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2011-10-26 12:30:00,"08010001_10262011_WS","","WS",,,"N","chloride (as cl)","T",6.8,"mg/l","","",,"",,,,""
"10-RICH-1.6",2011-04-25 11:00:00,"10010001E_04252011_WS","","WS",,,"N","chloride (as cl)","T",12,"mg/l","","",,"",,,,""
"10-RICH-1.6",2011-06-01 10:00:00,"10010001E_06012011_WS","","WS",,,"N","chloride (as cl)","T",11.3,"mg/l","","",,"",,,,""
"10-RICH-1.6",2011-07-07 11:15:00,"10010001E_07072011_WS","","WS",,,"N","chloride (as cl)","T",11,"mg/l","","",,"",,,,""
"10-RICH-1.6",2011-10-26 12:00:00,"10010001E_10262011_WS","","WS",,,"N","chloride (as cl)","T",12,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-04-25 12:30:00,"11010157_04252011_WS","","WS",,,"N","chloride (as cl)","T",10.4,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-05-31 11:30:00,"11010157_05312011_WS","","WS",,,"N","chloride (as cl)","T",7.4,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-07-05 11:00:00,"11010157_07052011_WS","","WS",,,"N","chloride (as cl)","T",11.9,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-08-08 11:25:00,"11010157_08082011_WS","","WS",,,"N","chloride (as cl)","T",17.8,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-09-26 12:00:00,"11010157_09262011_WS","","WS",,,"N","chloride (as cl)","T",12.3,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2011-10-24 11:30:00,"11010157_10242011_WS","","WS",,,"N","chloride (as cl)","T",10.8,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-04-26 09:15:00,"11010215_04262011_WS","","WS",,,"N","chloride (as cl)","T",5.2,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-05-31 09:30:00,"11010215_05312011_WS","","WS",,,"N","chloride (as cl)","T",3.6,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-07-05 09:00:00,"11010215_07052011_WS","","WS",,,"N","chloride (as cl)","T",5.5,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-08-08 09:30:00,"11010215_08082011_WS","","WS",,,"N","chloride (as cl)","T",6.1,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-09-26 09:30:00,"11010215_09262011_WS","","WS",,,"N","chloride (as cl)","T",5.1,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2011-10-24 09:00:00,"11010215_10242011_WS","","WS",,,"N","chloride (as cl)","T",4.4,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-04-18 13:30:00,"12010001_04182011_WS","","WS",,,"N","chloride (as cl)","T",16.5,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-05-09 13:30:00,"12010001_05092011_WS","","WS",,,"N","chloride (as cl)","T",19.1,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-06-07 14:15:00,"12010001_06072011_WS","","WS",,,"N","chloride (as cl)","T",20.2,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-07-12 13:00:00,"12010001_07122011_WS","","WS",,,"N","chloride (as cl)","T",16.6,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-09-13 13:45:00,"12010001_09132011_WS","","WS",,,"N","chloride (as cl)","T",14.6,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2011-10-17 14:00:00,"12010001_10172011_WS","","WS",,,"N","chloride (as cl)","T",18.7,"mg/l","","",,"",,,,""
"12-MOHK-98.9",2011-04-20 08:30:00,"12010101_04202011_WS","","WS",,,"N","chloride (as cl)","T",44.3,"mg/l","","",,"",,,,""
"12-MOHK-98.9",2011-05-11 08:30:00,"12010101_05112011_WS","","WS",,,"N","chloride (as cl)","T",22.7,"mg/l","","",,"",,,,""
"12-MOHK-98.9",2011-06-08 08:30:00,"12010101_06082011_WS","","WS",,,"N","chloride (as cl)","T",45.6,"mg/l","","",,"",,,,""
"12-MOHK-98.9",2011-07-12 08:30:00,"12010101_07122011_WS","","WS",,,"N","chloride (as cl)","T",55.1,"mg/l","","",,"",,,,""
"12-MOHK-98.9",2011-09-14 08:00:00,"12010101_09142011_WS","","WS",,,"N","chloride (as cl)","T",16.9,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-04-06 09:30:00,"12010142_04062011_WS","","WS",,,"N","chloride (as cl)","T",6.8,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-04-19 10:30:00,"12010142_04192011_WS","","WS",,,"N","chloride (as cl)","T",6.7,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-05-10 10:00:00,"12010142_05102011_WS","","WS",,,"N","chloride (as cl)","T",7.1,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-06-07 11:30:00,"12010142_06072011_WS","","WS",,,"N","chloride (as cl)","T",5.8,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-06-21 10:30:00,"12010142_06212011_WS","","WS",,,"N","chloride (as cl)","T",6.6,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-08-03 10:30:00,"12010142_08032011_WS","","WS",,,"N","chloride (as cl)","T",7.1,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-09-13 11:30:00,"12010142_09132011_WS","","WS",,,"N","chloride (as cl)","T",7.2,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-10-04 10:30:00,"12010142_10042011_WS","","WS",,,"N","chloride (as cl)","T",6.3,"mg/l","","",,"",,,,""
"12-MOHK-136.0",2011-10-19 10:30:00,"12010142_10192011_WS","","WS",,,"N","chloride (as cl)","T",6,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-04-05 08:30:00,"12011105_04052011_WS","","WS",,,"N","chloride (as cl)","T",50.8,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-04-19 08:20:00,"12011105_04192011_WS","","WS",,,"N","chloride (as cl)","T",78.1,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-05-10 08:15:00,"12011105_05102011_WS","","WS",,,"N","chloride (as cl)","T",96.7,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-05-25 10:15:00,"09021003_05252010_WS","","WS",,,"N","chloride (as cl)","T",6.7,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-06-22 10:15:00,"09021003_06222010_WS","","WS",,,"N","chloride (as cl)","T",5.3,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-07-13 10:00:00,"09021003_07132010_WS","","WS",,,"N","chloride (as cl)","T",6.9,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-07-27 10:00:00,"09021003_07272010_WS","","WS",,,"N","chloride (as cl)","T",4.3,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-08-24 09:45:00,"09021003_08242010_WS","","WS",,,"N","chloride (as cl)","T",5.1,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-09-21 10:20:00,"09021003_09212010_WS","","WS",,,"N","chloride (as cl)","T",5.7,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-10-12 09:45:00,"09021003_10122010_WS","","WS",,,"N","chloride (as cl)","T",4.5,"mg/l","","",,"",,,,""
"09-REGI-2.8",2010-11-02 10:00:00,"09021003_11022010_WS","","WS",,,"N","chloride (as cl)","T",4.9,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-04-20 11:00:00,"09021009_04202010_WS","","WS",,,"N","chloride (as cl)","T",5.4,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-05-04 11:35:00,"09021009_05042010_WS","","WS",,,"N","chloride (as cl)","T",5.1,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-05-25 11:15:00,"09021009_05252010_WS","","WS",,,"N","chloride (as cl)","T",6.8,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-06-22 12:50:00,"09021009_06222010_WS","","WS",,,"N","chloride (as cl)","T",6.1,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-07-13 11:00:00,"09021009_07132010_WS","","WS",,,"N","chloride (as cl)","T",6.5,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-07-27 11:00:00,"09021009_07272010_WS","","WS",,,"N","chloride (as cl)","T",3.8,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-08-24 11:00:00,"09021009_08242010_WS","","WS",,,"N","chloride (as cl)","T",4.9,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-09-21 11:30:00,"09021009_09212010_WS","","WS",,,"N","chloride (as cl)","T",5.1,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-10-12 11:00:00,"09021009_10122010_WS","","WS",,,"N","chloride (as cl)","T",4.1,"mg/l","","",,"",,,,""
"09-REGI-7.8",2010-11-02 11:30:00,"09021009_11022010_WS","","WS",,,"N","chloride (as cl)","T",4.8,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-04-21 09:45:00,"09021102_04212010_WS","","WS",,,"N","chloride (as cl)","T",8.1,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-05-05 09:30:00,"09021102_05052010_WS","","WS",,,"N","chloride (as cl)","T",7.9,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-05-26 09:45:00,"09021102_05262010_WS","","WS",,,"N","chloride (as cl)","T",8.9,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-06-23 10:00:00,"09021102_06232010_WS","","WS",,,"N","chloride (as cl)","T",9.2,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-07-14 10:00:00,"09021102_07142010_WS","","WS",,,"N","chloride (as cl)","T",9.7,"mg/l","","",,"",,,,""
"09-CGAY-2.7",2010-08-25 09:00:00,"09021102_08252010_WS","","WS",,,"N","chloride (as cl)","T",8.9,"mg/l","","",,"",,,,""
"14-DELA-50.4",2010-09-13 11:35:00,"14010053_09132010_WS","","WS",,,"N","chloride (as cl)","T",10.1,"mg/l","","",,"",,,,""
"14-DELA-50.4",2010-10-04 11:30:00,"14010053_10042010_WS","","WS",,,"N","chloride (as cl)","T",5.8,"mg/l","","",,"",,,,""
"14-DELA-50.4",2010-10-25 11:30:00,"14010053_10252010_WS","","WS",,,"N","chloride (as cl)","T",8.3,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-04-05 13:00:00,"14011301_04052010_WS","","WS",,,"N","chloride (as cl)","T",13.9,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-04-26 12:10:00,"14011301_04262010_WS","","WS",,,"N","chloride (as cl)","T",17.6,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-05-17 10:50:00,"14011301_05172010_WS","","WS",,,"N","chloride (as cl)","T",18,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-06-14 10:50:00,"14011301_06142010_WS","","WS",,,"N","chloride (as cl)","T",12.3,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-06-28 11:00:00,"14011301_06282010_WS","","WS",,,"N","chloride (as cl)","T",18.7,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-07-19 11:00:00,"14011301_07192010_WS","","WS",,,"N","chloride (as cl)","T",21.3,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-08-18 11:10:00,"14011301_08182010_WS","","WS",,,"N","chloride (as cl)","T",20.2,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-09-13 11:00:00,"14011301_09132010_WS","","WS",,,"N","chloride (as cl)","T",20.6,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-10-04 11:00:00,"14011301_10042010_WS","","WS",,,"N","chloride (as cl)","T",10.6,"mg/l","","",,"",,,,""
"14-CALL-0.2",2010-10-25 10:45:00,"14011301_10252010_WS","","WS",,,"N","chloride (as cl)","T",13.8,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-04-05 11:30:00,"14011400_04052010_WS","","WS",,,"N","chloride (as cl)","T",13,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-04-28 11:50:00,"14011400_04282010_WS","","WS",,,"N","chloride (as cl)","T",13.1,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-05-17 12:20:00,"14011400_05172010_WS","","WS",,,"N","chloride (as cl)","T",21.1,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-06-14 12:00:00,"14011400_06142010_WS","","WS",,,"N","chloride (as cl)","T",19.4,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-06-30 11:30:00,"14011400_06302010_WS","","WS",,,"N","chloride (as cl)","T",33.5,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-07-20 12:30:00,"14011400_07202010_WS","","WS",,,"N","chloride (as cl)","T",46.6,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-08-16 10:30:00,"14011400_08162010_WS","","WS",,,"N","chloride (as cl)","T",45.3,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-09-15 11:05:00,"14011400_09152010_WS","","WS",,,"N","chloride (as cl)","T",49.2,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-10-04 11:25:00,"14011400_10042010_WS","","WS",,,"N","chloride (as cl)","T",12.9,"mg/l","","",,"",,,,""
"14-HAFY-0.2",2010-10-25 10:35:00,"14011400_10252010_WS","","WS",,,"N","chloride (as cl)","T",19.8,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-04-05 11:15:00,"14012200_04052010_WS","","WS",,,"N","chloride (as cl)","T",35.5,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-04-26 09:45:00,"14012200_04262010_WS","","WS",,,"N","chloride (as cl)","T",43.2,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-05-17 09:00:00,"14012200_05172010_WS","","WS",,,"N","chloride (as cl)","T",53.4,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-06-14 09:00:00,"14012200_06142010_WS","","WS",,,"N","chloride (as cl)","T",33,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-06-28 09:30:00,"14012200_06282010_WS","","WS",,,"N","chloride (as cl)","T",56.7,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-07-19 09:00:00,"14012200_07192010_WS","","WS",,,"N","chloride (as cl)","T",60.4,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-08-18 09:13:00,"14012200_08182010_WS","","WS",,,"N","chloride (as cl)","T",50,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-09-13 09:40:00,"14012200_09132010_WS","","WS",,,"N","chloride (as cl)","T",53.5,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-10-04 09:30:00,"14012200_10042010_WS","","WS",,,"N","chloride (as cl)","T",25.4,"mg/l","","",,"",,,,""
"14-MONG_M-0.3",2010-10-25 09:15:00,"14012200_10252010_WS","","WS",,,"N","chloride (as cl)","T",35,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-04-05 12:00:00,"14012300_04052010_WS","","WS",,,"N","chloride (as cl)","T",13.6,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-04-26 10:45:00,"14012300_04262010_WS","","WS",,,"N","chloride (as cl)","T",14.3,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-05-17 09:55:00,"14012300_05172010_WS","","WS",,,"N","chloride (as cl)","T",17.5,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-06-14 10:00:00,"14012300_06142010_WS","","WS",,,"N","chloride (as cl)","T",12.8,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-06-28 10:00:00,"14012300_06282010_WS","","WS",,,"N","chloride (as cl)","T",18,"mg/l","","",,"",,,,""
"14-MONG_W-0.2",2010-07-19 10:00:00,"14012300_07192010_WS","","WS",,,"N","chloride (as cl)","T",24.1,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-06-06 07:30:00,"12011105_06062011_WS","","WS",,,"N","chloride (as cl)","T",96.9,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-06-20 08:20:00,"12011105_06202011_WS","","WS",,,"N","chloride (as cl)","T",107,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-07-12 08:30:00,"12011105_07122011_WS","","WS",,,"N","chloride (as cl)","T",137,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-08-02 08:15:00,"12011105_08022011_WS","","WS",,,"N","chloride (as cl)","T",127,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-09-13 08:30:00,"12011105_09132011_WS","","WS",,,"N","chloride (as cl)","T",81.9,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-10-03 08:30:00,"12011105_10032011_WS","","WS",,,"N","chloride (as cl)","T",36.7,"mg/l","","",,"",,,,""
"12-CAYA-4.7",2011-10-18 08:30:00,"12011105_10182011_WS","","WS",,,"N","chloride (as cl)","T",53.1,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-04-06 10:30:00,"12011401_04062011_WS","","WS",,,"N","chloride (as cl)","T",9.7,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-04-19 08:00:00,"12011401_04192011_WS","","WS",,,"N","chloride (as cl)","T",11.3,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-05-10 08:30:00,"12011401_05102011_WS","","WS",,,"N","chloride (as cl)","T",13.2,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-06-07 09:30:00,"12011401_06072011_WS","","WS",,,"N","chloride (as cl)","T",14.8,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-06-21 08:00:00,"12011401_06212011_WS","","WS",,,"N","chloride (as cl)","T",16.7,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-08-03 08:30:00,"12011401_08032011_WS","","WS",,,"N","chloride (as cl)","T",19.3,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-09-13 09:30:00,"12011401_09132011_WS","","WS",,,"N","chloride (as cl)","T",15.8,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-10-04 08:30:00,"12011401_10042011_WS","","WS",,,"N","chloride (as cl)","T",9.7,"mg/l","","",,"",,,,""
"12-SIXM-1.6",2011-10-19 08:30:00,"12011401_10192011_WS","","WS",,,"N","chloride (as cl)","T",11.6,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-04-06 08:30:00,"12011A00_04062011_WS","","WS",,,"N","chloride (as cl)","T",8.1,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-04-19 09:30:00,"12011A00_04192011_WS","","WS",,,"N","chloride (as cl)","T",9.3,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-05-10 09:30:00,"12011A00_05102011_WS","","WS",,,"N","chloride (as cl)","T",10.6,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-06-07 10:30:00,"12011A00_06072011_WS","","WS",,,"N","chloride (as cl)","T",6.4,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-06-21 09:30:00,"12011A00_06212011_WS","","WS",,,"N","chloride (as cl)","T",6.7,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-08-03 09:00:00,"12011A00_08032011_WS","","WS",,,"N","chloride (as cl)","T",6.7,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-09-13 10:30:00,"12011A00_09132011_WS","","WS",,,"N","chloride (as cl)","T",7,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-10-04 09:30:00,"12011A00_10042011_WS","","WS",,,"N","chloride (as cl)","T",5.8,"mg/l","","",,"",,,,""
"12-LKIL-0.4",2011-10-19 09:30:00,"12011A00_10192011_WS","","WS",,,"N","chloride (as cl)","T",6.7,"mg/l","","",,"",,,,""
"12-NMIL-13.9",2011-04-07 10:30:00,"12011B14_04072011_WS","","WS",,,"N","chloride (as cl)","T",21.5,"mg/l","","",,"",,,,""
"12-NMIL-13.9",2011-04-20 09:30:00,"12011B14_04202011_WS","","WS",,,"N","chloride (as cl)","T",29.4,"mg/l","","",,"",,,,""
"12-NMIL-13.9",2011-05-10 11:30:00,"12011B14_05102011_WS","","WS",,,"N","chloride (as cl)","T",16.9,"mg/l","","",,"",,,,""
